Titre;Genres Netflix;Casting;Note IMDb;Date d'ajout;Lien Netflix;Type
Everyday Miracles;Séries british|#|Docu-séries|#|Documentaires|#|Émissions sciences et nature|#|Docus sciences et nature;Mark Miodownik;7.6;2017-07-31;/title/80185707/;série
Everything Sucks!;Séries US|#|Séries pour ados|#|Sitcoms|#|Séries|#|Séries comiques;Jahi Di'Allo Winston|#|Peyton Kennedy|#|Patch Darragh|#|Claudine Mboligikpelani Nako|#|Rio Mangini|#|Quinn Liebling|#|Sydney Sweeney|#|Elijah Stevenson|#|Zachary Ray Sherman|#|Abi Brittle;7.5;2018-02-16;/title/80117551/;série
Examen de conscience;Docu-séries|#|Séries espagnoles|#|Documentaires|#|Documentaires inspirés de crimes réels|#|Documentaires historiques;NA;8.0;2019-01-25;/title/80991879/;série
Example Mixed FN Show en-US;Séries US|#|Thématique;Actress|#|Actor;NA;2018-08-23;/title/70259793/;série
Explore le monde;Pour enfants|#|Séries pour la famille à voir ensemble|#|Divertissement, variété et talk-shows;Sahana Srinivasan|#|Alie Ward|#|Ben Seidman;7.9;2018-11-02;/title/80215086/;série
Ezel;Séries policières dramatiques|#|Séries dramatiques|#|Séries;Kenan İmirzalıoğlu|#|Cansu Dere|#|Haluk Bilginer|#|Yiğit Özşener|#|Barış Falay|#|Burçin Terzioğlu|#|Bade İşçil|#|Sarp Akkaya|#|İpek Bilgin|#|Salih Kalyon|#|Tuncel Kurtiz|#|Sedef Avcı|#|Berrak Tüzünataç|#|İsmail Filiz;8.6;2017-03-14;/title/80037129/;série
F is for Family;Sitcoms|#|Séries comiques|#|Séries US|#|Séries;Bill Burr|#|Laura Dern|#|Justin Long|#|Debi Derryberry|#|Sam Rockwell;8.0;2018-11-30;/title/80028732/;série
Fairy Tail;Anime d'action|#|Séries japonaises|#|Anime SF et fantastique|#|Séries inspirées de mangas|#|Séries d'animation japonaise;Tetsuya Kakihara|#|Aya Hirano|#|Rie Kugimiya|#|Yuichi Nakamura|#|Sayaka Ohara|#|Satomi Sato|#|Yui Horie|#|Hiroki Yasumoto|#|Ryoko Ono|#|Hiroki Touchi|#|Shinpachi Tsuji|#|Wataru Hatano|#|Mai Nakahara|#|Katsuyuki Konishi|#|Eri Kitamura;8.0;2019-12-01;/title/70266998/;série
Fake or Fortune?;Séries british|#|Téléréalité|#|Docu-séries|#|Documentaires|#|Divertissement, variété et talk-shows|#|Style de vie;Fiona Bruce|#|Philip Mould|#|Bendor Grosvenor;8.6;2019-07-26;/title/81032626/;série
Fallet;Séries comiques|#|Séries suédoises|#|Séries scandinaves|#|Séries;Lisa Henni|#|Adam Godley|#|Tomas von Brömssen|#|Lia Boysen|#|Christoffer Nordenrot|#|Stina Rautelin|#|Erik Madsen|#|Magnus Krepper|#|Meliz Karlge|#|Linda Nilarve|#|Björn Granath|#|Richenda Carey|#|Dag Malmberg;6.8;2018-03-31;/title/80208373/;série
Familles Apocalypse;Séries US|#|Téléréalité|#|Émissions sciences et nature|#|Séries|#|Divertissement, variété et talk-shows;Michael Izquierdo;6.1;2019-05-15;/title/80001101/;série
Family Business;Séries françaises|#|Séries comiques|#|Séries;Jonathan Cohen|#|Gérard Darmon|#|Julia Piaton|#|Liliane Rovère|#|Olivier Rosemberg|#|Ali Marhyar|#|Lina El Arabi|#|Louise Coldefy|#|Enrico Macias|#|Valérie Damidot;7.2;2019-06-28;/title/81010818/;série
Family Guy;Sitcoms|#|Séries US|#|Séries comiques|#|Séries primées;Seth MacFarlane|#|Alex Borstein|#|Seth Green|#|Mila Kunis|#|Mike Henry|#|Danny Smith|#|John Viener|#|Patrick Warburton|#|Alec Sulkin|#|Ralph Garman|#|Adam West;8.1;2020-01-01;/title/70153382/;série
Fangbone;Pour enfants|#|Séries inspirées de bandes dessinées|#|Séries canadiennes|#|Séries inspirées de livres|#|Séries comiques;Taylor Abrahamse|#|Colin Doyle|#|Juan Chioran|#|Kathleen Laskey|#|Stacey DePass|#|Mike Kiss;5.5;2017-08-31;/title/80170611/;série
Fargo;Séries dramatiques|#|Séries US|#|Séries policières dramatiques|#|Séries primées;Billy Bob Thornton|#|Allison Tolman|#|Colin Hanks|#|Martin Freeman|#|Bob Odenkirk|#|Keith Carradine|#|Joey King|#|Kirsten Dunst|#|Patrick Wilson|#|Jesse Plemons|#|Jean Smart|#|Ted Danson|#|Cristin Milioti|#|Jeffrey Donovan|#|Bokeem Woodbine|#|Ewan McGregor|#|Carrie Coon|#|Mary Elizabeth Winstead|#|David Thewlis|#|Michael Stuhlbarg;8.9;2017-04-20;/title/70285785/;série
Fast & Furious : Les espions dans la course;Pour enfants;Tyler Posey|#|Charlet Chung|#|Jorge Diaz|#|Camille Ramsey|#|Luke Youngblood|#|Renée Elise Goldsberry;5.6;2019-12-26;/title/80225085/;série
Fastest Car;Séries US|#|Téléréalité|#|Téléréalité avec concours|#|Séries|#|Divertissement, variété et talk-shows;NA;7.2;2019-09-20;/title/80190009/;série
Fate/Apocrypha;Anime d'action|#|Anime SF et fantastique|#|Animation japonaise inspirée d'un jeu vidéo|#|Anime pour amateurs de jeux vidéo|#|Séries japonaises|#|Séries d'animation japonaise;Natsuki Hanae|#|Maaya Sakamoto|#|Kouki Uchiyama|#|Miyuki Sawashiro|#|Saori Hayami|#|Koji Yusa|#|Makoto Furukawa|#|Tetsu Inada|#|Satoshi Tsuruoka|#|Kei Shindou|#|Junichi Suwabe|#|Shunsuke Takeuchi|#|Ryotaro Okiayu|#|Mitsuru Miyamoto|#|Rumi Okubo|#|Ai Nonaka|#|Sakura Tange;6.5;2017-12-02;/title/80180849/;série
Fate/EXTRA Last Encore;Anime d'action|#|Anime SF et fantastique|#|Animation japonaise inspirée d'un jeu vidéo|#|Anime pour amateurs de jeux vidéo|#|Séries japonaises|#|Séries d'animation japonaise;Atsushi Abe|#|Sakura Tange|#|Kana Ueda|#|Hiroshi Kamiya|#|Noriko Shitaya|#|Kohsuke Toriumi|#|Urara Takano|#|Ai Nonaka|#|Kunihiko Yasui|#|Takahiro Mizushima;5.3;2018-10-30;/title/80185145/;série
Fate/stay night: Unlimited Blade Works;Anime d'action|#|Anime SF et fantastique|#|Animation japonaise inspirée d'un jeu vidéo|#|Anime pour amateurs de jeux vidéo|#|Séries japonaises|#|Séries d'animation japonaise;Noriaki Sugiyama|#|Kana Ueda|#|Ayako Kawasumi|#|Junichi Suwabe|#|Noriko Shitaya|#|Mai Kadowaki|#|Masaki Terasoma|#|Nobutoshi Canna|#|Atsuko Tanaka|#|Shinichiro Miki|#|Yuu Asakawa|#|Miki Ito|#|Hiroshi Kamiya|#|Jouji Nakata|#|Tomokazu Seki;8.0;2018-07-01;/title/80040330/;série
Fate/Zero;Anime d'action|#|Anime SF et fantastique|#|Animation japonaise inspirée d'un jeu vidéo|#|Anime pour amateurs de jeux vidéo|#|Séries japonaises|#|Séries d'animation japonaise;Rikiya Koyama|#|Ayako Kawasumi|#|Sayaka Ohara|#|Sho Hayami|#|Tomokazu Seki|#|Jouji Nakata|#|Akina Abe|#|Takumi Yamasaki|#|Hikaru Midorikawa|#|Daisuke Namikawa;8.3;2019-04-01;/title/70304256/;série
Fauda;Séries d'action et d'aventure|#|Thrillers TV;Lior Raz|#|Hisham Suliman|#|Shadi Mar'i|#|Laëtitia Eïdo|#|Tsahi Halevi|#|Yuval Segal|#|Neta Garty|#|Tomer Kapon|#|Itzik Cohen|#|Rona-Lee Shim'on|#|Boaz Konforty|#|Doron Ben-David;8.3;2018-07-23;/title/80113612/;série
Fear Files... Har Mod Pe Darr;Séries indiennes|#|Séries d'épouvante|#|Séries|#|Séries en hindi;NA;5.2;2018-01-14;/title/80122189/;série
Feed the Beast;Séries policières dramatiques|#|Séries dramatiques|#|Séries US|#|Séries;David Schwimmer|#|Jim Sturgess|#|Michael Gladis|#|Lorenza Izzo|#|Christine Adams|#|John Doman|#|Elijah Jacob|#|Michael Rispoli|#|Vickie Warehime|#|Evan Leone|#|Erin Cummings|#|Jacob Ming-Trent|#|Jahi Di'Allo Winston|#|Ella Rae Peck|#|David Patrick Kelly|#|Joel Marsh Garland;6.7;2017-03-21;/title/80105657/;série
Fi;Thrillers TV|#|Séries inspirées de livres|#|Séries;Ozan Güven|#|Serenay Sarıkaya|#|Mehmet Günsür|#|Berrak Tüzünataç|#|Büşra Develi|#|Tülay Günal|#|Osman Sonant;NA;2019-05-26;/title/80218063/;série
Fight for My Way;Séries romantiques|#|Séries comiques|#|Séries comiques romantiques|#|Séries coréennes;Park Seo-joon|#|Kim Ji-won|#|Ahn Jae-hong|#|Song Ha-yoon|#|Son Byung-ho|#|Lee Elijah|#|Choi Woo-shik|#|Kwak Dong-yeon|#|Kim Sung-oh|#|Jin Hee-kyung;NA;2019-07-01;/title/81093126/;série
FIGHTWORLD;Docus société et culture|#|Documentaires|#|Séries US|#|Docu-séries;Frank Grillo;7.7;2018-10-12;/title/80187722/;série
FINAL FANTASY XIV Dad of Light;Séries dramatiques|#|Séries japonaises|#|Séries inspirées de livres;Yudai Chiba|#|Ren Osugi|#|Fumika Baba|#|Yoshihiko Hakamada|#|Hatsunori Hasegawa|#|Mako Ishino;7.3;2017-09-01;/title/80178543/;série
Final Space;Séries SF|#|Séries US|#|Séries d'action et d'aventure|#|Séries comiques;Fred Armisen|#|Tom Kenny|#|Olan Rogers|#|Tika Sumpter|#|David Tennant|#|John DiMaggio|#|Coty Galloway|#|Steven Yeun;8.4;2019-02-26;/title/80174479/;série
Fire Chasers;Documentaires|#|Émissions sciences et nature|#|Séries US|#|Docu-séries;NA;6.6;2017-09-08;/title/80117902/;série
Flaked;Séries comiques|#|Séries US|#|Séries;Will Arnett|#|David Sullivan|#|Ruth Kearney|#|George Basil|#|Lina Esco|#|Travis Mills|#|Robert Wisdom|#|Mark Boone Junior|#|Matthew Willig|#|Heather Graham|#|Kirstie Alley|#|Sab Shimono|#|Christopher Mintz-Plasse|#|Minerva Garcia|#|Jeff Daniel Phillips;7.2;2017-06-02;/title/80046249/;série
Flash;Séries inspirées de bandes dessinées|#|Séries SF|#|Séries US|#|Séries d'action et d'aventure;Grant Gustin|#|Candice Patton|#|Danielle Panabaker|#|Carlos Valdes|#|Tom Cavanagh|#|Jesse L. Martin|#|Neil Sandilands|#|Britne Oldford|#|Danielle Nicolet|#|Keiynan Lonsdale|#|Kim Engelbrecht;7.8;2019-03-01;/title/80027042/;série
Flinch;Séries US|#|Téléréalité|#|Téléréalité avec concours|#|Séries|#|Divertissement, variété et talk-shows;Desiree Burch|#|Lloyd Griffith|#|Seann Walsh;4.0;2019-05-03;/title/80207066/;série
Flint Town;Séries US|#|Docu-séries|#|Documentaires politiques|#|Émissions sciences et nature|#|Docus société et culture|#|Séries politiques;NA;8.0;2018-03-02;/title/80156688/;série
Food Wars;Anime dramatique|#|Animation japonaise sur l'école|#|Séries pour ados|#|Séries inspirées de mangas|#|Séries japonaises|#|Séries d'animation japonaise;Yoshitsugu Matsuoka|#|Risa Taneda|#|Minami Takahashi|#|Shizuka Ishigami|#|Natsuki Hanae|#|Yuki Ono|#|Takahiro Sakurai|#|Ai Kayano|#|Maaya Uchida|#|Taishi Murata|#|Yusuke Kobayashi|#|Saori Onishi|#|Hisako Kanemoto|#|Chinatsu Akasaki|#|Nobuhiko Okamoto|#|Junichi Suwabe|#|Yuichi Nakamura;8.3;2019-05-01;/title/80182054/;série
Formula 1 : Pilotes de leur destin;Documentaires|#|Documentaires sportifs|#|Séries US|#|Docu-séries;NA;8.6;2019-03-08;/title/80204890/;série
Four Seasons in Havana;Séries policières dramatiques|#|Séries inspirées de livres|#|Séries espagnoles|#|Séries dramatiques|#|Séries;Jorge Perugorría|#|Carlos Enrique Almirante|#|Mario Guerra|#|Luis Alberto García|#|Juana Acosta|#|Laura Ramos;7.6;2018-04-15;/title/80149141/;série
Frères de crime;Séries d'Amérique latine|#|Séries brésiliennes|#|Séries|#|Thrillers TV;Naruna Costa|#|Seu Jorge|#|Hermila Guedes|#|Lee Taylor|#|Danilo Grangheia|#|Wesley Guimarães|#|Pedro Wagner;7.7;2019-10-25;/title/80221210/;série
Friends;Sitcoms|#|Séries US|#|Séries comiques|#|Séries primées;Jennifer Aniston|#|Courteney Cox|#|Lisa Kudrow|#|Matt LeBlanc|#|Matthew Perry|#|David Schwimmer;8.9;2017-10-14;/title/70153404/;série
Friends from College;Séries romantiques|#|Séries comiques romantiques|#|Séries US|#|Séries comiques;Keegan-Michael Key|#|Cobie Smulders|#|Billy Eichner|#|Fred Savage|#|Nat Faxon|#|Annie Parisse|#|Jae Suh Park;6.8;2019-01-11;/title/80117485/;série
From Dusk Till Dawn : La série;Séries US|#|Séries d'épouvante|#|Séries d'action et d'aventure|#|Séries fantastiques;D.J. Cotrona|#|Zane Holtz|#|Eiza Gonzalez|#|Jesse Garcia|#|Madison Davenport|#|Brandon Soo Hoo|#|Wilmer Valderrama|#|Robert Patrick|#|Jake Busey|#|Samantha Esteban|#|Don Johnson;6.9;2016-09-07;/title/70304245/;série
Frontier;Séries canadiennes|#|Séries dramatiques|#|Films d'époque|#|Séries d'action et d'aventure;Jason Momoa|#|Landon Liboiron|#|Alun Armstrong|#|Jessica Matten|#|Zoe Boyle|#|Allan Hawco|#|Evan Jonigkeit|#|Katie McGrath;7.2;2018-11-23;/title/80099656/;série
Fugitiva;Séries espagnoles|#|Thrillers TV|#|Séries;Paz Vega|#|Julio Bracho|#|Arantza Ruiz|#|Luisa Rubino|#|Lander Otaola|#|Iván Pellicer|#|José Manuel Poga|#|Mercedes Sampietro|#|Charo López|#|Roberto Álamo|#|Raúl Medina|#|Melina Matthews|#|Pedro Mari Sánchez|#|Odiseo Bichir;5.6;2018-11-23;/title/80235857/;série
Full House;Séries romantiques|#|Séries coréennes|#|Séries inspirées de bandes dessinées;Song Hye-kyo|#|Rain|#|Han Eun-jeong|#|Kim Seong-su;NA;2018-06-27;/title/70245012/;série
Fullmetal Alchemist: Brotherhood;Anime d'action|#|Séries japonaises|#|Anime SF et fantastique|#|Séries inspirées de mangas|#|Séries d'animation japonaise;Romi Park|#|Rie Kugimiya|#|Megumi Takamoto|#|Shinichiro Miki|#|Fumiko Orikasa|#|Kenji Utsumi|#|Keiji Fujiwara|#|Yuji Ueda|#|Biichi Sato|#|Tetsuya Kakihara|#|Kenji Hamada|#|Kaori Nazuka|#|Hidekatsu Shibata|#|Kenta Miyake|#|Kikuko Inoue|#|Tetsu Shiratori|#|Minami Takayama|#|Hiroyuki Yoshino|#|Yoko Soumi|#|Kazuya Nakai|#|Ryuzaburo Otomo;9.1;2017-03-31;/title/70204981/;série
Gambling school;Anime dramatique|#|Animation japonaise sur l'école|#|Animation d'intrigue et thriller|#|Séries inspirées de mangas|#|Séries japonaises|#|Séries d'animation japonaise|#|Thrillers TV;Saori Hayami|#|Minami Tanaka|#|Tatsuya Tokutake|#|Yuki Wakai|#|Karin Nanami|#|Mariya Ise|#|Yu Serizawa|#|Tomokazu Sugita|#|Mayu Udono|#|Ayaka Fukuhara|#|Miyuki Sawashiro;7.2;2019-06-13;/title/80175351/;série
Gambling School (Kakegurui);Séries japonaises|#|Séries inspirées de mangas|#|Thrillers TV;Minami Hamabe|#|Mahiro Takasugi|#|Aoi Morikawa;7.2;2019-07-04;/title/80233218/;série
Gangs of Hassepur;Séries comiques|#|Séries|#|Divertissement, variété et talk-shows|#|Séries politiques|#|Séries indiennes|#|Séries en hindi;Ragini Khanna|#|Mandira Bedi|#|Tanishaa Mukerji;NA;2018-01-14;/title/80122235/;série
Gangsta.;Anime d'action|#|Anime dramatique|#|Séries inspirées de mangas|#|Séries japonaises|#|Séries d'animation japonaise;Junichi Suwabe|#|Kenjiro Tsuda|#|Mamiko Noto|#|Tetsuo Kanao|#|Kaito Ishikawa|#|Satoshi Mikami|#|Aoi Yuki|#|Katsuhisa Hoki|#|Tsuyoshi Koyama|#|Tomoaki Maeno;7.3;2018-02-14;/title/80201315/;série
Gantz;Anime d'action|#|Anime SF et fantastique|#|Séries inspirées de mangas|#|Anime pour amateurs de jeux vidéo|#|Séries japonaises|#|Séries d'animation japonaise;Daisuke Namikawa|#|Masashi Osato|#|Hitomi Nabatame|#|Masahito Yabe|#|Mie Sonozaki;NA;2019-02-01;/title/80133769/;série
Garfield & Cie;Pour enfants|#|Séries comiques|#|Séries inspirées de bandes dessinées;Frank Welker|#|Wally Wingert|#|Gregg Berger;5.3;2016-09-12;/title/70180088/;série
Gate;Anime d'action|#|Anime SF et fantastique|#|Animes inspirés de light novels|#|Séries japonaises|#|Séries d'animation japonaise;Junichi Suwabe|#|Hisako Kanemoto|#|Nao Toyama|#|Risa Taneda|#|Haruka Tomatsu|#|Yoko Hikasa|#|Maaya Uchida|#|Hiroki Yasumoto|#|Kaito Ishikawa|#|Katsuyuki Konishi|#|Ami Koshimizu|#|Rina Hidaka;7.6;2018-03-14;/title/80182163/;série
Genius of the Ancient World;Séries british|#|Docu-séries|#|Documentaires biographiques|#|Documentaires|#|Docus société et culture;Bettany Hughes;7.3;2017-07-31;/title/80185801/;série
Genius of the Modern World;Séries british|#|Documentaires biographiques|#|Docu-séries|#|Documentaires|#|Docus société et culture|#|Documentaires historiques;Bettany Hughes;7.6;2017-07-31;/title/80186252/;série
Ghost Wars;Séries canadiennes|#|Séries d'épouvante|#|Thrillers TV;Avan Jogia|#|Kim Coates|#|Vincent D'Onofrio|#|Meat Loaf|#|Kandyse McClure|#|Kristin Lehman|#|Luvia Petersen|#|Elise Gatien;6.3;2018-03-02;/title/80190931/;série
GHOUL;Thrillers TV|#|Séries d'épouvante|#|Séries|#|Séries indiennes|#|Séries en hindi;Radhika Apte|#|Manav Kaul|#|Ratnabali Bhattacharjee|#|Mahesh Balraj;7.1;2018-08-24;/title/80245450/;série
Gilmore Girls;Séries comiques romantiques|#|Séries US|#|Séries pour ados|#|Séries romantiques|#|Séries comiques;Lauren Graham|#|Alexis Bledel|#|Scott Patterson|#|Keiko Agena|#|Yanic Truesdale|#|Kelly Bishop|#|Edward Herrmann|#|Melissa McCarthy|#|Sean Gunn|#|Liza Weil|#|Liz Torres|#|Jared Padalecki;8.1;2016-06-30;/title/70155618/;série
Gilmore Girls : Une nouvelle année;Séries comiques|#|Séries US|#|Séries;Lauren Graham|#|Alexis Bledel|#|Kelly Bishop|#|Scott Patterson|#|Yanic Truesdale|#|Matt Czuchry|#|Liza Weil|#|Milo Ventimiglia|#|Sean Gunn|#|Keiko Agena|#|Rose Abdoo|#|Melissa McCarthy;7.8;2016-11-25;/title/80109415/;série
Girl from Nowhere;Séries thaïlandaises|#|Thrillers TV|#|Séries;Chicha Amatayakul|#|Thanawetch Siriwattanakul|#|Pajaree Nantarat|#|Thitinan Khlangphet|#|Chonnikan Netjui|#|Nutthasit Kotimanuswanich|#|Tatchapol Thitiapichai|#|Chanicha Boonpanuvichit|#|Morakot Liu|#|Ekawat Niratvorapanya|#|Anuchit Sapanpong|#|Awat Ratanapintha|#|Claudia Chakrapan|#|Piyathida Woramusik|#|Apasiri Kittithanon|#|Kunchanuj Kengkarnka|#|Nutnicha Lueanganankhun;7.6;2018-11-01;/title/80241947/;série
Girlboss;Séries comiques|#|Séries inspirées de livres|#|Séries US|#|Séries;Britt Robertson|#|Ellie Reed|#|Johnny Simmons|#|Alphonso Mcauley;7.0;2017-04-21;/title/80115671/;série
Glacé;Séries françaises|#|Thrillers TV|#|Séries;Charles Berling|#|Julia Piaton|#|Pascal Greggory|#|Nina Meurisse|#|Lubna Azabal|#|Anne Le Ny|#|Robinson Stévenin|#|Robert Plagnol|#|Sophie Guillemin;6.3;2017-10-12;/title/80186459/;série
Glee;Séries US|#|Séries primées|#|Séries pour ados|#|Musique et comédies musicales|#|Séries comiques;Lea Michele|#|Chris Colfer|#|Jane Lynch|#|Matthew Morrison|#|Cory Monteith|#|Naya Rivera|#|Kevin McHale|#|Jenna Ushkowitz|#|Amber Riley|#|Mark Salling|#|Heather Morris|#|Harry Shum Jr.|#|Jayma Mays|#|Dianna Agron;6.7;2019-06-30;/title/70143843/;série
Glitch;Séries d'intrigue|#|Séries d'épouvante|#|Séries australiennes|#|Séries primées;Patrick Brammall|#|Genevieve O'Reilly|#|Emma Booth|#|Emily Barclay|#|Ned Dennehy|#|Sean Keenan|#|Hannah Monson|#|Aaron L. McGrath|#|John Leary|#|Rodger Corser|#|Andrew McFarlane|#|Luke Arnold|#|Rob Collins|#|Pernilla August;7.4;2019-09-25;/title/80108495/;série
Glitter Force;Pour enfants|#|Séries d'animation japonaise;Laura Bailey|#|Kate Higgins|#|Alex Cazares|#|Colleen O'Shaughnessey|#|Danielle Nicole|#|Debi Derryberry|#|Mary Elizabeth McGlynn|#|Patrick Seitz|#|Keith Silverstein;6.5;2016-08-26;/title/80057968/;série
Glitter Force Doki Doki;Pour enfants|#|Séries d'animation japonaise;Debi Derryberry|#|Cassandra Morris|#|Melissa Fahn|#|Stephanie Sheh|#|Erica Lindbeck|#|Kate Higgins|#|Cherami Leigh|#|Tara Sands|#|Bryce Papenbrook|#|Erica Mendez|#|Ray Chase|#|Carrie Keranen|#|Ben Diskin|#|Grant George|#|Kirk Thornton;7.8;2017-11-10;/title/80175619/;série
GLOW;Séries US|#|Séries comiques|#|Séries primées;Alison Brie|#|Betty Gilpin|#|Marc Maron|#|Britney Young|#|Sydelle Noel|#|Gayle Rankin|#|Sunita Mani|#|Kimmy Gatewood|#|Rebekka Johnson|#|Jackie Tohn|#|Ellen Wong|#|Kate Nash|#|Britt Baron|#|Kia Stevens|#|Chris Lowell|#|Alex Rich;8.0;2019-08-09;/title/80114988/;série
Glow Up;Séries british|#|Téléréalité|#|Téléréalité avec concours|#|Séries|#|Divertissement, variété et talk-shows;NA;6.6;2019-12-06;/title/81075536/;série
Godless;Séries dramatiques|#|Séries US|#|Séries primées;Jeff Daniels|#|Michelle Dockery|#|Jack O'Connell|#|Scoot McNairy|#|Merritt Wever|#|Thomas Brodie-Sangster|#|Sam Waterston|#|Tantoo Cardinal;8.3;2017-11-22;/title/80097141/;série
GODZILLA;Anime d'action|#|Action, SF et fantastique|#|Anime SF et fantastique|#|Animation pour adultes|#|Films d'animation japonaise|#|Action et aventure|#|Action|#|SF et fantastique|#|Films japonais|#|SF;Mamoru Miyano|#|Takahiro Sakurai|#|Kana Hanazawa|#|Tomokazu Sugita|#|Yuki Kaji|#|Junichi Suwabe|#|Daisuke Ono|#|Kenta Miyake|#|Kenyu Horiuchi|#|Kazuya Nakai|#|Kazuhiro Yamaji;6.0;2018-01-17;/title/80180373/;film
Gonul;Thrillers TV|#|Séries;Gökçe Bahadır|#|Engin Öztürk|#|Onur Saylak;6.6;2017-07-11;/title/80120200/;série
Good Doctor;Séries dramatiques|#|Séries coréennes|#|Séries primées;Joo-Won|#|Moon Chae-won|#|Joo Sang-uk|#|Chun Ho-jin|#|Kim Min-seo|#|Jo Hie-bong|#|Jeong Man-sik;8.1;2018-06-29;/title/80031716/;série
Good Girls;Séries comiques|#|Séries US|#|Séries;Christina Hendricks|#|Retta|#|Mae Whitman|#|Matthew Lillard|#|Reno Wilson|#|Manny Montana|#|Lidya Jewett|#|Izzy Stannard;7.9;2019-05-31;/title/80177342/;série
Good Morning Call;Séries comiques romantiques|#|Séries pour ados|#|Romances pour ados|#|Séries inspirées de mangas|#|Séries romantiques|#|Séries japonaises|#|Séries comiques;Haruka Fukuhara|#|Shunya Shiraishi|#|Dori Sakurada|#|Moe Arai|#|Kentaro|#|Shugo Nagashima|#|Koya Nagasawa|#|Hinako Tanaka|#|Tomoharu Hasegawa|#|Tomoko Fujita|#|Erika Mori|#|Kei Tanaka|#|Yosuke Sugino|#|Maryjun Takahashi|#|Itsuki Sagara|#|Madoka Yoshida;7.8;2017-11-28;/title/80092878/;série
Goodbye Dear Wife;Séries romantiques|#|Séries dramatiques|#|Séries dramatiques romantiques|#|Séries coréennes;Soo-hyun Hong|#|Si Won Ryu|#|Ji-yoon Park|#|Min-soo Kim|#|Julien Kang|#|Joo-eun Oh|#|Seong-mo Jeong;6.6;2016-12-14;/title/80126185/;série
Gormiti, la légende prend vie;Pour enfants|#|Séries italiennes;Dermot Arrigan|#|Jenny Beacraft|#|Stephanie Figueira|#|Ella Galt|#|James Giblin|#|Noah Levin;NA;2019-12-01;/title/81059451/;série
Gossip Girl;Séries US|#|Séries pour ados|#|Séries inspirées de livres|#|Séries dramatiques|#|Séries;Blake Lively|#|Leighton Meester|#|Penn Badgley|#|Chace Crawford|#|Ed Westwick|#|Kelly Rutherford|#|Matthew Settle|#|Taylor Momsen|#|Jessica Szohr|#|Zuzanna Szadkowski|#|Connor Paolo;7.4;2018-03-14;/title/70143811/;série
Gotham;Séries inspirées de bandes dessinées|#|Séries US|#|Séries d'action et d'aventure;Ben McKenzie|#|Donal Logue|#|Jada Pinkett Smith|#|David Mazouz|#|Sean Pertwee|#|Camren Bicondova|#|Robin Lord Taylor|#|Cory Michael Smith|#|Erin Richards|#|John Doman|#|Victoria Cartagena|#|Andrew Stewart-Jones|#|Larry Pine|#|Jessica Lucas|#|Maggie Geha|#|Charlie Tahan|#|Drew Powell|#|Morena Baccarin|#|Anthony Carrigan|#|Crystal Reed|#|Chris Chalk|#|Damian Young|#|Michael Buscemi|#|Alexander Siddig|#|Michael Maize;7.8;2019-09-06;/title/80020542/;série
Grace et Frankie;Sitcoms|#|Séries comiques|#|Séries US|#|Séries;Jane Fonda|#|Lily Tomlin|#|Martin Sheen|#|Sam Waterston|#|June Diane Raphael|#|Brooklyn Decker|#|Ethan Embry|#|Baron Vaughn;8.3;2019-01-18;/title/80017537/;série
Grand Designs;Séries british|#|Téléréalité|#|Téléréalité maison et jardin|#|Séries|#|Divertissement, variété et talk-shows|#|Style de vie;Kevin McCloud;8.5;2019-08-01;/title/80160755/;série
Great News;Sitcoms|#|Séries comiques|#|Séries US|#|Séries;Briga Heelan|#|Andrea Martin|#|Adam Campbell|#|John Michael Higgins|#|Horatio Sanz|#|Nicole Richie;7.0;2018-10-25;/title/80158516/;série
Green Door;Séries taïwanaises|#|Séries inspirées de livres|#|Séries dramatiques romantiques|#|Séries dramatiques|#|Séries chinoises|#|Séries romantiques;Jam Hsiao|#|Bea Hayden Kuo|#|Enno Cheng|#|Hsieh Ying-xuan|#|Jason King|#|Lan Wei-Hua|#|Shen Hai Jung|#|Ruby Zhan|#|Blue Lan;7.0;2019-03-17;/title/81045888/;série
Greenhouse Academy;Pour enfants|#|Séries pour ados|#|Séries dramatiques;Ariel Mortman|#|Finn Roberts|#|Chris O'Neal|#|Dallas Hart|#|Cinthya Carmona|#|Grace Van Dien|#|Benjamin Papac|#|Jessica Amlee|#|BJ Mitchell|#|Aviv Buchler|#|Nadine Ellis|#|Yiftach Mizrahi|#|Parker Stevenson|#|Ishai Golan|#|Selina Giles|#|Reina Hardesty;7.1;2019-10-25;/title/80095435/;série
Greenleaf;Séries dramatiques|#|Séries US|#|Séries primées;Merle Dandridge|#|Kim Hawthorne|#|Desiree Ross|#|Lamman Rucker|#|Tye White|#|Lynn Whitfield|#|Deborah Joy Winans|#|Keith David|#|Lovie Simone|#|Gregory Alan Williams|#|Oprah Winfrey;7.3;2019-11-06;/title/80140955/;série
Grégory;Documentaires français|#|Docu-séries|#|Documentaires|#|Documentaires inspirés de crimes réels|#|Séries françaises;NA;7.5;2019-11-20;/title/80222157/;série
